scope,cafeSlug,ownerName,cafeId,articleId,commentCount,needTo8,writeDateKst,nickname,subject,articleUrl
new,localtable702,소원 1,31750113,23,0,8,2026-07-06 14:42,"","천안 웨딩홀 삼대장 투어 후기, 식대 대관료 비교까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/23
new,localtable702,소원 1,31750113,22,0,8,2026-07-06 14:42,"","인천 웨딩홀 권역별로 비교한 후기, 송도 부평 식대 차이까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/22
new,localtable702,소원 1,31750113,21,0,8,2026-07-06 14:41,"","인천예식장 발품 3주, 식대 대관료 견적 비교하고 계약한 기록",https://cafe.naver.com/ca-fe/cafes/31750113/articles/21
new,localtable702,소원 1,31750113,20,0,8,2026-07-06 14:40,"","수원 웨딩홀 신축 위주로 발품 판 후기, 역세권 견적 비교",https://cafe.naver.com/ca-fe/cafes/31750113/articles/20
new,localtable702,소원 1,31750113,19,0,8,2026-07-06 14:39,"","부평 웨딩홀 비용과 홀 종류, 고르는 기준과 예약 순서",https://cafe.naver.com/ca-fe/cafes/31750113/articles/19
new,localtable702,소원 1,31750113,18,0,8,2026-07-06 14:38,"","부천웨딩홀 음식 맛있는 곳 찾다가 식대 대관료까지 정리한 후기",https://cafe.naver.com/ca-fe/cafes/31750113/articles/18
new,localtable702,소원 1,31750113,17,0,8,2026-07-06 14:37,"","먹는 위고비 나온다길래 주사 맞던 내가 알아본 효과 부작용 정보",https://cafe.naver.com/ca-fe/cafes/31750113/articles/17
new,localtable702,소원 1,31750113,16,0,8,2026-07-06 14:37,"","대구 가족사진 부모님 환갑 기념으로 찍은 후기, 비용 액자까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/16
new,localtable702,소원 1,31750113,15,0,8,2026-07-06 14:36,"","광주웨딩홀 상무지구 다섯 곳 상담하고 견적 200만원 줄인 후기",https://cafe.naver.com/ca-fe/cafes/31750113/articles/15
new,localtable702,소원 1,31750113,14,0,8,2026-07-06 14:35,"","강아지 관절 영양제 노령견에게 먹여본 후기, 성분 급여법까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/14
new,mealtalkdht,빨간모자앤 1,31750099,21,0,8,2026-07-06 14:53,"","아산 웨딩홀 식대와 대관료, 교통과 보증인원 비교",https://cafe.naver.com/ca-fe/cafes/31750099/articles/21
new,mealtalkdht,빨간모자앤 1,31750099,20,0,8,2026-07-06 14:52,"","올리브오일 등급과 효능, 고르는 기준과 보관법까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/20
new,mealtalkdht,빨간모자앤 1,31750099,19,0,8,2026-07-06 14:51,"","천안 내성발톱 원인과 치료, 병원 고르는 기준과 재발 관리까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/19
new,mealtalkdht,빨간모자앤 1,31750099,18,0,8,2026-07-06 14:51,"","대구 사진관 증명사진과 여권사진, 취업사진 규격과 가격 기준",https://cafe.naver.com/ca-fe/cafes/31750099/articles/18
new,mealtalkdht,빨간모자앤 1,31750099,17,0,8,2026-07-06 14:50,"","인천 웨딩홀 지역별 특징과 식대, 보증인원과 홀 유형 비교",https://cafe.naver.com/ca-fe/cafes/31750099/articles/17
new,mealtalkdht,빨간모자앤 1,31750099,16,0,8,2026-07-06 14:50,"","두유제조기 용량과 소재별 세척, 고르는 기준과 단점까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/16
new,mealtalkdht,빨간모자앤 1,31750099,15,0,8,2026-07-06 14:48,"","알파CD 효능과 지방 흡착 원리, 복용법과 부작용까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/15
new,mealtalkdht,빨간모자앤 1,31750099,14,0,8,2026-07-06 14:47,"","파운다요 효과와 성분, 부작용과 국내 출시 일정까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/14
new,mealtalkdht,빨간모자앤 1,31750099,13,0,8,2026-07-06 14:46,"","마운자로 요요 원인과 재증가 수치, 중단 조건과 유지법까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/13
new,mealtalkdht,빨간모자앤 1,31750099,12,0,8,2026-07-06 14:46,"","베르가못 효능과 콜레스테롤 작용원리, 복용법과 부작용까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/12
new,menunote702,똑똑한건희씨,31750111,22,0,8,2026-07-06 14:52,"","청소업체추천 입주청소 이사청소 평당 비용부터 업체s 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750111/articles/22
new,menunote702,똑똑한건희씨,31750111,21,0,8,2026-07-06 14:52,"","일산웨딩홀 대관료 식대 보증인원, 세 곳 돌아보고 계약한 기준",https://cafe.naver.com/ca-fe/cafes/31750111/articles/21
new,menunote702,똑똑한건희씨,31750111,20,0,8,2026-07-06 14:51,"","인천웨딩홀추천 송도 부평 서구 홀타입별로 정리한 계약 기준",https://cafe.naver.com/ca-fe/cafes/31750111/articles/20
new,menunote702,똑똑한건희씨,31750111,19,0,8,2026-07-06 14:50,"","의정부웨딩홀 단독홀 보증인원 대관료, 발품 팔고 계약한 기준까지",https://cafe.naver.com/ca-fe/cafes/31750111/articles/19
new,menunote702,똑똑한건희씨,31750111,18,0,8,2026-07-06 14:50,"","에어컨청소업체 벽걸이 스탠드 분해청소 비용과 곰팡이 잡는 기준",https://cafe.naver.com/ca-fe/cafes/31750111/articles/18
new,menunote702,똑똑한건희씨,31750111,17,0,8,2026-07-06 14:49,"","아산카페 대형 베이커리부터 온양 감성까지, 발품 팔아 고른 곳",https://cafe.naver.com/ca-fe/cafes/31750111/articles/17
new,menunote702,똑똑한건희씨,31750111,16,0,8,2026-07-06 14:47,"","신정호카페 호수뷰 대형카페 층별 자리부터 주차까지, 직접 앉아본 기록",https://cafe.naver.com/ca-fe/cafes/31750111/articles/16
new,menunote702,똑똑한건희씨,31750111,15,0,8,2026-07-06 14:46,"","시스템에어컨청소업체 천장형 1way 4way 비용과 매장 맡긴 후기",https://cafe.naver.com/ca-fe/cafes/31750111/articles/15
new,menunote702,똑똑한건희씨,31750111,14,0,8,2026-07-06 14:45,"","방역업체 바퀴벌레 개미 쥐 해충별 비용과 보장 기간 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750111/articles/14
new,menunote702,똑똑한건희씨,31750111,13,0,8,2026-07-06 14:44,"","광주예식장 상무지구 위주로 발품 팔고 견적 비교해 정한 이야기",https://cafe.naver.com/ca-fe/cafes/31750111/articles/13
new,petinfo183,티니피쉬 1,31750098,21,0,8,2026-07-06 15:56,"","날개없는 선풍기 원리와 장단점, 청소·안전까지 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/21
new,petinfo183,티니피쉬 1,31750098,20,0,8,2026-07-06 15:55,"","인천 웨딩홀 식대와 대관료, 보증인원까지 계약 전 체크 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/20
new,petinfo183,티니피쉬 1,31750098,19,0,8,2026-07-06 15:54,"","선풍기 AC BLDC 모터 차이와 소비전력, 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/19
new,petinfo183,티니피쉬 1,31750098,18,0,8,2026-07-06 15:54,"","랩다이아몬드란 무엇인가, 천연 다이아 차이와 가격, 감정서까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/18
new,petinfo183,티니피쉬 1,31750098,17,0,8,2026-07-06 15:53,"","미용실 드라이기 가정용 차이와 BLDC 모터, 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/17
new,petinfo183,티니피쉬 1,31750098,16,0,8,2026-07-06 15:53,"","드라이기 추천 예산대별 실제 모델과 가격 비교까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/16
new,petinfo183,티니피쉬 1,31750098,15,0,8,2026-07-06 15:52,"","결혼반지 종류와 소재, 다이아 등급과 가격까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/15
new,petinfo183,티니피쉬 1,31750098,14,0,8,2026-07-06 15:51,"","헤어드라이어 종류와 브랜드별 차이, 가격대 비교까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/14
new,petinfo183,티니피쉬 1,31750098,13,0,8,2026-07-06 15:51,"","헤어드라이기 올바른 사용법과 모발 손상, 두피 관리까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/13
new,petinfo183,티니피쉬 1,31750098,12,0,8,2026-07-06 15:50,"","드라이기 소비전력과 모터 방식, 풍속 원리까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/12
new,tableclub702,고래낚시 1,31750110,32,0,8,2026-07-06 15:36,"","드라이기 고르는 기준과 모터 종류, 부가 기능까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/32
new,tableclub702,고래낚시 1,31750110,31,0,8,2026-07-06 15:35,"","부천 PT 가격과 트레이너 고르는 기준, 상권별 위치까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/31
new,tableclub702,고래낚시 1,31750110,30,0,8,2026-07-06 15:34,"","밀크씨슬 효능과 실리마린 함량, 부작용까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/30
new,tableclub702,고래낚시 1,31750110,29,0,8,2026-07-06 15:33,"","울산 마운자로 처방 효과와 부작용, 위고비 비교까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/29
new,tableclub702,고래낚시 1,31750110,28,0,8,2026-07-06 15:33,"","울산 위고비 처방 병원과 가격, 성지 찾는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/28
new,tableclub702,고래낚시 1,31750110,27,0,8,2026-07-06 15:32,"","접이식 카트 캠핑 웨건 프레임과 무게, 오래 쓰는 관리법까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/27
new,tableclub702,고래낚시 1,31750110,26,0,8,2026-07-06 15:31,"","장바구니 캐리어 종류와 용량 기준, 어르신용 고르는 법까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/26
new,tableclub702,고래낚시 1,31750110,25,0,8,2026-07-06 15:30,"","접이식 카트 종류와 하중 기준, 용도별 고르는 법까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/25
new,tableclub702,고래낚시 1,31750110,24,0,8,2026-07-06 15:30,"","해충방역업체 비용과 해충별 시공 방식, 업체 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/24
new,tableclub702,고래낚시 1,31750110,23,0,8,2026-07-06 15:29,"","인천 방역업체 선택 기준과 소독 의무 대상, 자격 확인 방법까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/23
new,tableclub702,고래낚시 1,31750110,22,0,8,2026-07-06 15:20,"","신발깔창 종류와 재질, 고르는 기준과 교체주기까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/22
new,tableclub702,고래낚시 1,31750110,21,0,8,2026-07-06 15:19,"","족저근막염 신발 고르는 기준과 종류, 주의점까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/21
new,tableclub702,고래낚시 1,31750110,20,0,8,2026-07-06 15:19,"","아치깔창 효과와 평발·요족 종류, 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/20
new,tableclub702,고래낚시 1,31750110,19,0,8,2026-07-06 15:19,"","족저근막염 깔창 효과와 종류, 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/19
new,tableclub702,고래낚시 1,31750110,18,0,8,2026-07-06 15:18,"","거북목교정기 효과와 종류별 차이, 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/18
new,tableclub702,고래낚시 1,31750110,17,0,8,2026-07-06 15:18,"","무지외반증 교정기 효과와 부작용, 단계별 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750110/articles/17
new,tableclub702,고래낚시 1,31750110,16,0,8,2026-07-06 15:18,"","알파CD 효능과 부작용, 식약처 인정 여부까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/16
new,tableclub702,고래낚시 1,31750110,15,0,8,2026-07-06 15:17,"","쿼드쎄라 펜타 5중 초음파와 T1 차이, 효과까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/15
new,tableclub702,고래낚시 1,31750110,14,0,8,2026-07-06 15:17,"","LDM 디바이스 원리와 효과, 하이푸 차이와 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750110/articles/14
new,tableclub702,고래낚시 1,31750110,13,0,8,2026-07-06 15:16,"","두유제조기 종류와 세척·소음 차이, 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/13
new,healthhhh,가중건다,31746910,27,1,7,2026-07-03 18:10,"","장모님 생신선물 총정리, 가격대별로 골라봤어요",https://cafe.naver.com/ca-fe/cafes/31746910/articles/27
existing,mealtalkdht,빨간모자앤 1,31750099,8,1,7,2026-07-02 14:58,"","부평 웨딩홀 유형별 특징과 홀 크기, 식대 비교",https://cafe.naver.com/ca-fe/cafes/31750099/articles/8
existing,localtable702,소원 1,31750113,8,2,6,2026-07-02 15:16,"","아산웨딩홀 대관료 식대 최소보증인원, 계약 전 확인 순서",https://cafe.naver.com/ca-fe/cafes/31750113/articles/8
existing,tableclub702,고래낚시 1,31750110,6,2,6,2026-07-02 15:53,"","광주 예식장 비용 구조와 보증인원, 계약 전 확인법",https://cafe.naver.com/ca-fe/cafes/31750110/articles/6
existing,tableclub702,고래낚시 1,31750110,3,2,6,2026-07-02 15:51,"","일산 웨딩홀 유형별 특징과 비용, 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/3
new,driveee,운연정,31746635,34,5,3,2026-07-06 14:20,"","할머니 선물 추천 리스트 (취향별 가격대·브랜드)",https://cafe.naver.com/ca-fe/cafes/31746635/articles/34
new,driveee,운연정,31746635,31,5,3,2026-07-06 10:56,"","할머니 생신선물 추천 리스트, 종류별로 골라드려요",https://cafe.naver.com/ca-fe/cafes/31746635/articles/31
new,healthhhh,가중건다,31746910,33,5,3,2026-07-06 14:23,"","할머니 선물 추천 리스트 고민이라면",https://cafe.naver.com/ca-fe/cafes/31746910/articles/33
new,healthhhh,가중건다,31746910,30,5,3,2026-07-06 11:06,"","할머니 생신선물 추천 가이드",https://cafe.naver.com/ca-fe/cafes/31746910/articles/30
new,healthhhh,가중건다,31746910,28,5,3,2026-07-04 17:10,"","70대 할머니 생신선물 추천 리스트, 가격대·체질별 총정리",https://cafe.naver.com/ca-fe/cafes/31746910/articles/28
new,driveee,운연정,31746635,49,6,2,2026-07-07 11:59,"","시아버님 생신선물 리스트 공유해요",https://cafe.naver.com/ca-fe/cafes/31746635/articles/49
new,driveee,운연정,31746635,48,6,2,2026-07-07 11:56,"","시어머님 생신선물, 며느리 센스로 골라드려요",https://cafe.naver.com/ca-fe/cafes/31746635/articles/48
new,driveee,운연정,31746635,30,7,1,2026-07-04 17:06,"","70대 할아버지 생신선물 추천 리스트, 가격대와 체질별로 정리했어요",https://cafe.naver.com/ca-fe/cafes/31746635/articles/30